phase,target_word,passage_variant,jabber_passage,target_word_position,masking_level,unmasked_word_indices,sampling_order_type,reveal_order,entropy,target_probability,target_log_probability,target_pos,og_passage_seed_number
baseline,shadow,"Despite his confidence in hand-crafting skilled strokes, he found himself unable to complete the canvas entirely due to its unyielding complexity. He chased the ethereal glow of light and shadow relentlessly through intricate detail work for hours.","Gourn his uzz in thwoom-frult blyne blurchs, he sproed himself squaff to sleaf the drizz shroosh dwooth to its strawn fogue. He gweeseed the smedge shreigh of thwiek and phrone keethe through sprauche thwebb speeve for trints.",,most,[],,,1.8087045,0.632,-0.4591101408,noun,23
baseline,civilization,The ancient civilization flourished for centuries. Their advanced technology made them a force to be reckoned with.,The straut twav ocked for fritchs. Their twep phroign snented them a snomb to be flergeed with.,,most,[],,,3.4485295,0.02626370825,-3.639567137,noun,12
baseline,horizon,"A weathered visage reflected concern, and she settled into the bench of the park, eyes locked onto the faraway horizon line.","A claub frorne silthed cluice, and she awned into the plesk of the gwook, cliss shiceed psym the choach ooch clilth.",,most,[],,,5.3835382,0.1446955204,-1.933123589,noun,30
baseline,chest,The soft glow of the flickering candle provided illumination as it revealed items concealed within the cluttered attic space. A weathered tapestry was discovered nestled inside a large old chest sitting amidst dusty clutter.,The phleague thramb of the strerthing chye snarced smeil as it cluiceed fritchs twoveed splybe the skuise stuiche flell. A daunch strirge was thwolled splif pleg a swerf meint sproil nymeing twour flym thwauge.,,most,[],,,0.8125607,0.1616942734,-1.822047949,noun,9
baseline,defendant,"In spite of irrefutable proof of guilt, the defendant refused to acknowledge responsibility. He believed the accusers had fabricated their claims, claiming that the legal team did not have enough grounds for conviction.","In yague of wrarn phlawp of thwign, the prause phiffed to chadge chogue. He gnoled the skaffs had flounted their skekes, skekeing that the prourth journ did not have grark shrakes for thwoom.",,most,[],,,4.006777,0.2406133264,-1.424564123,noun,21
baseline,studio,"Within the colorful space known as the artist’s studio, she found herself captivated by an array of hues that motivated her to create something extraordinary.","Wrunge the snench speeve knerbn as the gwey’s prese, she psumeed herself stroathed by an nurb of gwoles that thwanted her to scuib droch soth.",,some,[],,,1.3146881,0.8117238879,-0.2085950375,noun,28
baseline,woman,"A frail woman, bent with age, shuffled toward the bustling city park, clutching a worn leather purse that smelled faintly of lavender. Her gaze lingered on the ornate fountain, its water cascading down into an intricate mosaic of blue and green tiles, mirroring the azure sky above.","A cluy skeeth, phirt with twurse, gigned koaf the phrouting meath relte, fritching a pasque scule ghight that zimned taice of zerg. Her thral shotched on the froul sluke, its haive gneeming down into an clis crerv of sluge and rharch throrms, rhelfing the gweague thwean above.",,some,[],,,3.1115863,0.122,-2.107147932,noun,3
baseline,years,"For many long years, archaeologists meticulously examined the relics buried deep within the sands.","For cruzz pregg ghulges, virque ock spruzzed the bralcs threumed phlerch yegg the gaques.",,some,[],,,1.8407437,0.05046397448,-2.986495495,noun,22
baseline,landscape,Boldly colored strokes created an impressive landscape that felt alive due to its deep hues and flowing motion. The smooth transitions between the colorful elements produced a remarkable visual impact.,Shrert yelked drenes gwiched an slarn tweave that gloach phriff scraque to its brife thauces and yirting gloch. The flusp splitchs between the twaul flurls churged a speich phlumf snamn.,,some,[],,,4.4466114,0.03813933209,-3.266509295,noun,10
sampling,paintings,A fiery masterpiece of color was created by the setting sun. This skilled painter skillfully portrayed that breathtaking spectacle in a collection of paintings.,A voun phloap of neke was spurbed by the ferb slawse. This snelve bronk twotch chuthed that ghez flurge in a splurk of snuths.,,,,optimal,[],4.3319626,0.0984,-2.318607092,noun,13
sampling,display,"Striking hues from the evening sun produced a remarkable display across the horizon. Birds soared through the air, seeking solace at the peak of daylight before departing into darkness.","Sproun phrells from the snorl doque phougeed a gwig slalp ghimn the ghalt. Ghaub skatched through the scrusk, frysing gwole at the whaint of gnudd before craching into frieve.",,,,optimal,[],3.8184857,0.1145857796,-2.166431665,noun,8
